tx_id,user_id,merchant_id,amount,timestamp,is_fraud
17ec889c-86c1-46cb-a996-30f7af77520e,U1154,M115,253.18,2026-06-10 19:44:04.641170,0
822c4d32-6c64-4c15-aba3-01cba561e1e9,U1115,M103,406.43,2026-06-23 15:17:04.641170,0
4f11d8dc-5cd3-4369-84aa-c1b75ca0c428,U1182,M102,254.75,2026-06-15 20:38:04.641170,0
577bc55a-36d5-4494-b37f-d50d2e25b5ee,U1010,M107,355.27,2026-06-28 00:07:04.641170,0
31274148-7c7c-404e-8422-d03ef29a6339,U1134,M116,306.85,2026-06-24 13:38:04.641170,0
27aa7cbc-2337-4bbc-bffe-77c839feb99c,U1095,M109,196.77,2026-06-23 09:45:04.641170,0
c9c23e69-d82c-4565-8bb9-07ec13c11754,U1173,M119,30.92,2026-06-23 05:41:04.641170,0
8a2e6a93-c558-4bb2-81f7-f3fb19e45c6a,U1016,M110,51.78,2026-06-25 14:23:04.641170,0
86cac6f4-e238-4e93-bd17-c5e8d5ca69ab,U1072,M108,363.25,2026-07-05 10:28:04.641170,0
e05b46c5-5636-4094-a974-31db09a9d1c1,U1038,M110,45.34,2026-06-14 10:38:04.641170,0
98e52499-218c-4e1c-9e37-4f7ac42cbc39,U1089,M109,484.01,2026-06-25 20:17:04.641170,0
2e4bebc4-2989-4880-a77d-1be96070b6a1,U1033,M119,355.87,2026-06-11 20:42:04.641170,0
9feefdff-c566-4a81-b15e-54f6d4d30795,U1079,M117,191.46,2026-06-22 22:57:04.641170,0
b89f72f3-2a60-4652-a714-7668cf1d7d3a,U1032,M116,51.26,2026-06-27 06:38:04.641170,0
5d42b9e9-692e-47b6-8b2f-6d5c700b5d5f,U1130,M111,14.02,2026-06-22 01:31:04.641170,0
f836f571-3cce-476c-b836-c448ad261ec5,U1046,M106,174.16,2026-06-30 03:18:04.641170,0
c09cb506-48f1-496d-9c4f-fb4671b701aa,U1049,M107,499.99,2026-06-15 01:24:04.641170,0
3be79df4-72ec-416e-88a7-23e9bfa016c2,U1019,M109,422.99,2026-06-12 14:38:04.641170,0
f7315749-4f39-49a8-bd3a-258288b4f474,U1129,M117,418.38,2026-07-01 23:16:04.641170,0
e76adca9-7811-4802-88cc-7cfecf01f944,U1009,M110,438.81,2026-06-13 23:18:04.641170,0
ada58417-5e2a-432d-b1ab-0b56d5c9fdc7,U1152,M112,81.36,2026-06-16 05:41:04.641170,0
70cafdd8-fc04-4f08-9207-0158f2771f63,U1177,M119,405.48,2026-06-15 12:58:04.641170,0
c7332304-4822-4120-84f9-eccd7630a8a7,U1184,M114,26.63,2026-06-24 14:04:04.641170,0
6b2d5b09-8707-4ad4-80be-7e3561c2645a,U1173,M107,484.95,2026-06-20 23:23:04.641170,0
331f63fb-d11f-48c0-a97c-a4fff75d599f,U1192,M114,120.83,2026-06-18 21:24:04.641170,0
df7d0dd7-236e-4608-9acb-394acd1f5318,U1079,M115,452.47,2026-06-16 20:05:04.641170,0
7b07fd31-a424-4f23-8d5b-a7cd400035f0,U1094,M118,492.3,2026-06-29 00:26:04.641170,0
ef2ddcc4-8df6-41da-9f07-c1a5dfc620ce,U1196,M109,390.17,2026-06-30 21:28:04.641170,0
8412a335-d88c-456d-b61e-5fdb1a435206,U1135,M113,483.3,2026-06-17 02:17:04.641170,0
1578d709-48f9-43d0-9fea-e1e0d9e604b3,U1154,M104,437.14,2026-06-10 09:09:04.641170,0
73069588-45d5-468d-a90a-3abbc35b9fea,U1164,M115,437.69,2026-07-03 05:52:04.641170,0
d4bf7a4b-25b8-442f-836b-15c7e7c225da,U1026,M116,426.33,2026-06-20 23:31:04.641170,0
e916da57-f248-43ab-977a-8a5f6ffe33b3,U1021,M105,140.03,2026-07-01 08:53:04.641170,0
e27718c5-737d-4fb6-9113-76e038d77b9a,U1037,M113,50.4,2026-06-18 02:41:04.641170,0
6a36af18-06d3-4b93-ae33-688d597e6845,U1115,M111,465.58,2026-06-26 21:20:04.641170,0
5fbbf0b1-8083-49c8-a57e-01c90da23e5c,U1013,M112,253.49,2026-06-18 17:41:04.641170,0
14e4180c-fe99-46a3-a2db-c8503c5bf3a7,U1098,M102,190.58,2026-06-09 06:57:04.641170,0
519554e3-0737-4c86-b97b-5f515ffa46ef,U1081,M103,420.39,2026-06-23 06:23:04.641170,0
b6f6dbf1-d6d4-41cc-995d-82f8ee4a9b5d,U1037,M104,23.96,2026-06-29 12:12:04.641170,0
25637cc3-ca97-4bf5-95d5-96afa663d2cd,U1178,M104,380.63,2026-06-29 08:33:04.641170,0
eada79a3-4970-4d9a-89ce-3cfb2339ba19,U1114,M119,7.6,2026-06-11 14:42:04.641170,0
d4c3a832-b231-460b-b8f2-ce6bd46b415d,U1004,M108,111.75,2026-06-14 19:28:04.641170,0
781799ff-b49e-44cc-8243-69e72387eaf6,U1140,M119,266.25,2026-06-13 01:36:04.641170,0
e7e646c7-0158-4463-9d87-76a072d78bdd,U1198,M109,122.63,2026-06-13 13:15:04.641170,0
3735262d-4184-4b03-84dd-7054144823f7,U1012,M107,212.81,2026-06-28 19:27:04.641170,0
f0b2a5d1-8c7e-4f42-a646-eaf9d5c0244d,U1016,M103,419.16,2026-06-30 18:06:04.641170,0
6c5a6c93-871c-4884-9bdf-90f2ba2c0f19,U1152,M117,13.14,2026-07-01 11:05:04.641170,0
3cd5fd7f-49c1-4669-86b3-3fe61c76bdf6,U1147,M107,360.68,2026-06-21 06:18:04.641170,0
3d0a5f0c-0c39-4ec7-9f31-74054d183eba,U1109,M100,309.33,2026-06-18 22:55:04.641170,0
9f708368-cb3c-48ca-a392-57316b79afcc,U1146,M113,97.72,2026-06-11 21:40:04.641170,0
d6312a80-1c61-4ec2-9014-2131750565f5,U1134,M111,38.5,2026-07-01 22:45:04.641170,0
893ad232-98c3-43ca-bff4-cec6e7b7b4c6,U1139,M116,394.27,2026-07-01 02:37:04.641170,0
93364f7e-83ef-49f3-a1c7-cc8a04351b64,U1141,M100,198.27,2026-06-29 09:40:04.641170,0
4a90cd0c-24c1-43b9-b7f2-85723defa849,U1011,M112,490.61,2026-06-19 13:13:04.641170,0
5a5226e6-9d64-4932-8066-853d6de299a1,U1191,M100,181.76,2026-06-11 01:57:04.641170,0
2ff3cde4-6aa4-4c9f-9217-04753d959e3f,U1088,M107,367.81,2026-06-12 17:23:04.641170,0
8603156a-15ea-4bcf-ab10-21ceaa143cd8,U1197,M118,368.92,2026-06-23 03:21:04.641170,0
f4124360-1153-4e99-9c50-8720f982f4e0,U1034,M101,179.39,2026-06-23 09:57:04.641170,0
c9525185-81e0-4a5e-8b48-f49686abd4e7,U1164,M105,416.04,2026-06-29 03:39:04.641170,0
0534a101-8ddc-4719-81f3-8dd4fd034ada,U1178,M115,317.71,2026-06-14 03:27:04.641170,0
0b251279-785a-45d0-9f92-a62163f4c69d,U1016,M114,23.31,2026-06-17 04:21:04.641170,0
5f90bed6-fb25-464d-a30a-a767a2bb522b,U1011,M106,443.47,2026-06-22 08:52:04.641170,0
5b6a8102-0428-4378-bf50-23f440ef3935,U1079,M116,202.12,2026-07-02 17:18:04.641170,0
3dba6da8-5844-49fc-914b-9547c9dc72b8,U1121,M108,23.13,2026-06-16 16:54:04.641170,0
1a89b71e-a0d5-42c8-a837-fe68bba205ca,U1073,M111,431.76,2026-06-10 04:22:04.641170,0
c1b5b5ca-bc35-46df-94f7-9dbac5811d2d,U1167,M110,140.24,2026-06-24 18:08:04.641170,0
5a304528-0b59-4562-a227-219f551ff086,U1111,M112,372.94,2026-06-25 14:29:04.641170,0
a48e40f1-d042-4dfa-96ab-087a8bc78e81,U1086,M105,250.62,2026-06-30 15:35:04.641170,0
af475b49-c775-4395-9494-05f02cd2a404,U1094,M116,137.03,2026-06-11 18:24:04.641170,0
7a8104de-b205-47bb-bb16-f75776f186ab,U1186,M113,44.07,2026-07-05 10:12:04.641170,0
2285b2ef-cfbe-4fe9-aea9-c542a1b970d0,U1046,M117,150.41,2026-06-12 16:13:04.641170,0
f1901b7e-c6b4-49ef-b74e-ba9310275b53,U1020,M110,332.16,2026-06-21 22:56:04.641170,0
339b77a8-4b1f-4d7b-8977-c513752a7d25,U1114,M119,360.24,2026-06-15 14:11:04.641170,0
e2c328aa-3310-4475-8a86-22250b36e356,U1176,M114,179.02,2026-06-09 22:25:04.641170,0
4f612217-eef1-4694-90ca-e32d0aba590e,U1186,M111,309.35,2026-06-27 19:14:04.641170,0
d0be73ee-fd37-4539-a5f2-02f983f02dc7,U1070,M101,42.15,2026-06-26 11:51:04.641170,0
095ffa81-40d9-4bce-b930-ba208b040f49,U1093,M116,401.54,2026-06-15 06:54:04.641170,0
493e904d-30ec-4796-a59b-457fc0d7ac73,U1007,M104,425.09,2026-06-27 22:46:04.641170,0
0c3ce284-c7e5-4bbb-9cb5-1c535b62a8df,U1008,M104,38.28,2026-06-24 16:17:04.641170,0
45f18619-54f9-4429-a7de-02ccdda4f4a7,U1092,M112,474.99,2026-06-09 11:32:04.641170,0
6fdc0bad-5e36-4127-8ca1-b45c1fdd980a,U1154,M104,341.14,2026-06-24 21:21:04.641170,0
7092947d-be49-49ec-a667-d3bbe3b56360,U1095,M114,382.73,2026-07-04 03:02:04.641170,0
56cb1ab0-62fb-46d7-b4db-ca07e506f670,U1035,M116,186.64,2026-06-22 07:33:04.641170,0
b12b6680-7f07-4cb9-afd3-40c0f945f2fd,U1166,M108,128.56,2026-06-13 04:04:04.641170,0
cc1b4157-ec9f-4c54-9e0a-72ab7f5db163,U1006,M105,252.03,2026-06-25 14:51:04.641170,0
15260718-cd18-4a82-8447-ceab84ef4324,U1143,M103,134.58,2026-06-19 20:28:04.641170,0
6e3c4532-1434-4f62-acac-028cba220065,U1180,M114,111.21,2026-06-21 00:05:04.641170,0
2e326567-d284-454e-bebe-c0db9a3a6103,U1177,M115,104.09,2026-06-14 04:25:04.641170,0
1a43db54-523a-4993-8b34-46bc8ba435cc,U1018,M114,90.46,2026-06-28 06:20:04.641170,0
4baf0f5e-a932-4094-93f2-8f11147f6570,U1022,M110,335.58,2026-06-10 23:05:04.641170,0
b7b8c1a5-9a45-493d-b227-890e4e76833a,U1140,M117,148.73,2026-06-21 15:47:04.641170,0
71a3fad2-b094-4d2a-aaa9-3b436d15f16f,U1040,M105,397.88,2026-07-01 03:51:04.641170,0
ba108217-0ad7-49a2-b277-16ec59fefbbc,U1057,M103,492.64,2026-06-14 07:51:04.641170,0
9d66e815-5a41-43b3-a95f-176cdebac186,U1060,M115,18.01,2026-07-03 05:18:04.641170,0
a3b442bd-4649-4296-af58-42c3ff86cc31,U1146,M111,236.37,2026-07-03 02:42:04.641170,0
0eaf04b5-f2a9-4c8a-8a9e-4a62fae3114b,U1033,M119,442.7,2026-06-10 23:58:04.641170,0
67fd64c4-a334-458a-abd2-b5121335e5db,U1079,M112,499.8,2026-06-29 18:59:04.641170,0
bff9507d-cd14-403e-8359-9af65d01f55f,U1134,M113,385.74,2026-07-04 04:06:04.641170,0
07f8d4f0-f3ea-4184-a8f4-e3ceadedda80,U1018,M104,486.33,2026-06-11 09:10:04.641170,0
ad973b67-9b89-45cb-9942-644c248d31ec,U1115,M114,341.65,2026-06-23 16:28:04.641170,0
20509c62-08e8-45d7-b02c-1821c8040fb7,U1032,M117,321.7,2026-06-16 06:55:04.641170,0
a52964ff-c74c-4890-bc6a-3174113634a5,U1196,M104,219.15,2026-06-10 12:41:04.641170,0
f31046dc-6202-4ee6-9cb5-e69c5dc7b3e6,U1031,M116,80.74,2026-06-15 12:00:04.641170,0
2747b93c-9ae7-4eab-884a-67809136f1f8,U1041,M110,467.7,2026-06-18 06:26:04.641170,0
5ef787b8-f2e6-495f-b32e-2016add702c9,U1088,M116,447.99,2026-06-11 14:18:04.641170,0
13aec376-c359-410a-b1a6-014c5f3c44dc,U1064,M106,319.35,2026-07-03 01:49:04.641170,0
5df06e8c-878a-4ed9-a33f-fc8292ec89af,U1070,M104,314.39,2026-07-02 06:52:04.641170,0
4758367b-a649-4cdc-907b-907265e58f34,U1023,M116,322.29,2026-07-04 22:34:04.641170,0
06a241af-1d0a-47f7-b5e4-a4713fe68c9c,U1148,M104,89.74,2026-07-05 13:08:04.641170,0
848af440-7fc1-4858-afa0-d842bc55300b,U1086,M118,25.39,2026-06-09 07:09:04.641170,0
1e2595b8-8fc9-486b-a9dd-ebf563119aca,U1020,M101,474.53,2026-07-04 06:09:04.641170,0
b43bd27f-42a2-49a6-8664-12854303cbc1,U1067,M106,384.64,2026-06-26 23:11:04.641170,0
9ca3fbb3-ff11-48ba-b6ee-1640723ef466,U1158,M100,251.53,2026-07-02 20:04:04.641170,0
ffa623d0-ea9e-4c8d-b1a8-b71f491b90e9,U1074,M109,244.06,2026-06-26 11:43:04.641170,0
22bf18f5-1f65-4a87-b33e-e3447dbf4bc1,U1076,M114,41.12,2026-06-10 17:36:04.641170,0
2c33350c-73b9-41d8-92f5-131ada52d2ee,U1040,M114,210.73,2026-06-29 03:27:04.641170,0
ff4c96d6-71f2-4e8f-b69f-68c3e60fd420,U1052,M110,305.3,2026-06-22 05:35:04.641170,0
f7b217c7-ae92-4a71-8f7d-cb431679742f,U1183,M110,368.43,2026-06-23 17:24:04.641170,0
aaf78c67-51d0-4109-bc90-2838d8741408,U1102,M104,381.53,2026-07-01 10:39:04.641170,0
8ccc9cea-109f-48ee-b5a4-720058f0dd23,U1143,M103,162.96,2026-06-29 05:40:04.641170,0
4cc9f5f2-e42e-4037-8a55-2ea08acbbe09,U1031,M108,227.55,2026-06-14 10:02:04.641170,0
b5a5f8e6-b639-4f04-a852-4385d9f2dd0d,U1024,M101,148.65,2026-06-25 11:45:04.641170,0
2c913a7c-a340-4f08-b341-91b8ed6522b4,U1157,M113,127.89,2026-06-15 06:36:04.641170,0
3967e60a-823d-4107-9c8a-c066cb2fafa3,U1083,M118,361.96,2026-06-16 15:30:04.641170,0
cac4d0eb-3373-430e-bc31-a5971f119c0f,U1195,M105,251.64,2026-07-01 10:23:04.641170,0
7e7838c9-ca55-438b-bc9a-be10238d6f44,U1119,M115,440.14,2026-06-30 15:25:04.641170,0
9280c5aa-8dd4-495b-9c63-b6f306ba8cd3,U1005,M102,472.89,2026-07-01 00:14:04.641170,0
fba6abf7-cdbc-4653-b7a7-e8b75e70f65f,U1117,M107,111.5,2026-06-24 01:37:04.641170,0
e25df9a8-9ca8-45c4-a138-afe08d38bbd8,U1012,M101,144.27,2026-07-05 04:48:04.641170,0
65edcfe3-4f2d-4d3f-90d4-de39161237c9,U1167,M115,146.45,2026-06-08 09:05:04.641170,0
7a89cbeb-b807-478a-b788-f5d1ffe575f6,U1027,M113,71.3,2026-06-20 01:02:04.641170,0
68d0a2a8-c4e7-47dd-a929-de738693fd9d,U1186,M111,383.11,2026-06-24 15:52:04.641170,0
20156a72-12e1-43a6-932c-ae01d2c65ee4,U1011,M112,30.32,2026-07-03 13:49:04.641170,0
12fc7a87-a470-4d48-9128-b9b1f8ede0ca,U1049,M111,278.85,2026-06-11 08:28:04.641170,0
8471b4b0-ae1b-4f69-b740-d83173318749,U1098,M116,227.93,2026-07-03 00:45:04.641170,0
d43cdd6d-e0c1-4f1e-a0da-897258321ee4,U1071,M119,341.8,2026-06-13 09:56:04.641170,0
96792482-a3c9-48e4-8d22-38e6c7bf4fbc,U1032,M103,199.98,2026-06-23 10:32:04.641170,0
21084dd9-f75d-4e3c-848d-56502e9522d6,U1142,M111,378.71,2026-06-17 01:35:04.641170,0
de431e06-e924-4069-80bb-ae526ec01269,U1154,M116,203.69,2026-06-09 20:08:04.641170,0
84a2576c-1fc9-45f8-94d6-07350e2f8958,U1011,M101,72.83,2026-06-23 03:56:04.641170,0
2976aab2-2a26-4770-8ddb-1b36272c0588,U1121,M116,231.21,2026-07-05 14:21:04.641170,0
39b86bb2-b596-4a7c-af4a-fa885299e505,U1131,M104,167.34,2026-06-22 12:05:04.641170,0
84d67c4f-f0df-4684-b28e-41225894f7f1,U1041,M112,495.35,2026-06-21 15:00:04.641170,0
143029a9-d88f-4c94-88b7-63d5e519dd7e,U1151,M110,256.12,2026-07-01 04:54:04.641170,0
f4d375c1-a293-49fa-b240-d7a14027ab7d,U1136,M115,355.83,2026-06-21 15:37:04.641170,0
a0017720-200b-4903-8642-6c458d03f17a,U1121,M100,187.34,2026-06-12 23:53:04.641170,0
17eaec83-8892-442f-9d4b-2bf94d85e9c7,U1106,M118,157.3,2026-06-09 05:16:04.641170,0
9780c215-2b2b-48e9-a417-c09380a8a23d,U1152,M115,136.44,2026-07-04 08:00:04.641170,0
2bd3cdcd-2779-4685-94a5-3fdef10d27c8,U1147,M107,362.09,2026-07-04 13:31:04.641170,0
e6e987ca-b87b-4384-9fdd-de2ea8a2b7ad,U1122,M105,264.5,2026-06-25 07:26:04.641170,0
ec86a890-d7b0-4bdc-966e-3cbe9aea622f,U1037,M107,20.63,2026-06-13 00:12:04.641170,0
dd20c3bf-d342-4f08-8a8b-b5b490494583,U1048,M100,223.31,2026-06-27 01:35:04.641170,0
f2d3f761-0ba3-4279-94cb-056407437c3b,U1038,M113,346.8,2026-06-26 16:24:04.641170,0
43c07d43-93a7-4792-8561-b8dca4364fcd,U1128,M119,460.66,2026-06-10 20:11:04.641170,0
92779574-c457-4cc3-b5f7-89bca6b07458,U1180,M104,261.75,2026-07-03 12:48:04.641170,0
07c0d116-a394-4d54-9e3c-5a886aa56e6d,U1083,M115,265.11,2026-06-22 06:52:04.641170,0
8baaf744-a08d-421b-a395-4cb17f7f6c0a,U1044,M114,456.5,2026-06-23 14:04:04.641170,0
4d560a3d-f4e7-469a-a454-09374a27ebf2,U1139,M111,339.55,2026-06-20 00:55:04.641170,0
ceae71cf-ce00-4af0-beb0-51817ba24588,U1156,M115,100.17,2026-06-19 05:25:04.641170,0
741b77f5-4c24-4053-a7f5-ae02af5b8f47,U1071,M117,152.76,2026-06-21 13:14:04.641170,0
2877f5d9-0f56-45f8-b048-faa112ae5c22,U1197,M109,353.93,2026-06-30 06:17:04.641170,0
76e5ae78-7bf7-41d3-aa66-2fce7089fc6d,U1081,M115,177.66,2026-06-20 10:51:04.641170,0
24c778a5-9b4e-464b-9716-dc2e343ada2a,U1073,M103,288.87,2026-07-02 17:28:04.641170,0
51beb80e-b7e6-414c-9c8a-49225005680f,U1097,M112,410.1,2026-06-14 16:09:04.641170,0
586a346a-dc5b-47d1-bcef-1972bbf483ce,U1074,M101,147.38,2026-06-11 14:29:04.641170,0
c2baf0e0-2179-43f0-a612-4ab4f9b21e6e,U1088,M114,329.71,2026-06-29 19:26:04.641170,0
1b2ededb-8fc8-4fc0-83d5-bceb5edbb8ee,U1054,M106,414.84,2026-06-20 08:18:04.641170,0
1f5d988f-776a-4f09-bde2-885951b1943c,U1143,M108,72.95,2026-07-04 17:08:04.641170,0
24108e9a-3f77-4cae-b318-b96d44790612,U1061,M107,30.13,2026-07-02 04:12:04.641170,0
f204be89-4a4b-4563-8cf4-77ef18c8a616,U1057,M107,30.98,2026-06-26 19:36:04.641170,0
6b0ae0e3-9d89-4047-9d39-d7936257a4a2,U1084,M115,54.77,2026-06-14 06:19:04.641170,0
e6fdd7af-dd84-4acc-b672-94643f8ea40a,U1001,M117,489.07,2026-06-15 04:40:04.641170,0
