step,type,amount,customer_id,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
25,PAYMENT,32.68390568719089,C4933,7630.264275938334,7597.580370251143,M4933,216.40418043643928,249.08808612363012,0,0
53,DEBIT,0.989448599037573,C1463,400.92309314886273,399.9336445498252,M1463,6043.355172963063,6044.3446215621,0,0
32,TRANSFER,71.1720269715631,C1881,19.284526745461147,0.0,M1881,705.8007256355546,776.9727526071177,0,0
27,DEBIT,102.29426786142815,C5426,20136.347089639617,20034.05282177819,M5426,25814.86893313065,25917.16320099208,1,0
51,CASH_OUT,36.175393478362366,C3189,2316.7315675556724,2280.55617407731,M3189,1159.7330052022355,1195.908398680598,0,0
19,PAYMENT,1950.271192094795,C3407,260.6740855056519,0.0,M3407,254.49294607343384,2204.764138168229,0,0
77,CASH_OUT,39.022957985041984,C4856,2251.691672698474,2212.668714713432,M4856,1052.605829597343,1091.628787582385,0,0
4,PAYMENT,2.196817060310125,C876,3584.066127477959,3581.869310417649,M876,498.2149054118059,500.411722472116,0,0
8,PAYMENT,411.7778311726818,C3915,21354.283079225825,20942.50524805314,M3915,26494.548722315703,26906.326553488387,0,0
1,CASH_IN,386.7106937933154,C2760,91.42612146702984,0.0,M2760,529.2477486721234,915.9584424654388,0,0
44,CASH_OUT,8545.420695000119,C5149,23972.808067241676,15427.387372241554,M5149,17203.509803224675,25748.930498224792,1,0
1,TRANSFER,103.55331453859012,C190,173686.9739981812,173583.42068364262,M190,901.4576708334222,1005.0109853720124,0,0
39,CASH_OUT,42.31705404165567,C4677,458.66599006871104,416.34893602705534,M4677,6704.54838352722,6746.865437568876,0,0
57,DEBIT,184.6890657708884,C4697,724.6032226682584,539.91415689737,M4697,990.940327485442,1175.6293932563306,0,0
76,TRANSFER,2545.215770875333,C1451,954.8493513228497,0.0,M1451,70.40499485781346,2615.6207657331465,0,0
42,DEBIT,338.1414202143127,C3790,299.4633767178339,0.0,M3790,2389.526799080977,2727.66821929529,0,0
89,CASH_OUT,81.26104581918416,C2430,3552.288414534381,3471.0273687151966,M2430,381.4405257706658,462.70157158985,0,0
26,CASH_OUT,9915.527031451378,C5039,1008.1851053123836,0.0,M5039,8580.43975304181,18495.96678449319,1,0
62,DEBIT,187.05031256685805,C5419,427.92699013216384,240.87667756530576,M5419,6241.9673299833785,6429.017642550237,1,0
2,PAYMENT,58.9929506300427,C5194,7740.423316715344,7681.430366085302,M5194,38801.70370709778,38860.69665772782,1,0
84,CASH_IN,1328.608146581339,C1296,51341.4568331133,50012.84868653196,M1296,417.5886788643697,1746.1968254457088,0,0
95,CASH_OUT,437.85895652685815,C561,37540.234810616,37102.37585408914,M561,24184.00406452355,24621.86302105041,0,0
40,TRANSFER,338.3107108256168,C1460,154577.08913592066,154238.77842509505,M1460,714.8155750326041,1053.1262858582209,0,0
91,CASH_IN,1377.7135740001418,C3824,9.74754301288022,0.0,M3824,1372.7603428011446,2750.4739168012866,0,0
86,CASH_IN,705.54185887506,C3159,97.22566205353372,0.0,M3159,181.96888424557693,887.510743120637,0,0
20,PAYMENT,220.9615647322904,C2970,10974.256026647883,10753.294461915595,M2970,3615.306979571956,3836.268544304246,0,0
57,PAYMENT,14.329496999339668,C1259,13124.153542544138,13109.824045544798,M1259,53219.32852429239,53233.658021291725,0,0
12,DEBIT,1116.7409787002211,C628,3534.802560141416,2418.061581441195,M628,668.0499900645289,1784.79096876475,0,0
90,CASH_IN,524.2933452221276,C146,194.27963463773105,0.0,M146,725.3466236890537,1249.6399689111813,0,0
68,CASH_OUT,28.5003418579902,C4678,23547.43815446736,23518.937812609365,M4678,5605.7321559648,5634.23249782279,0,0
20,CASH_IN,23.6197760794864,C264,2676.0005025933074,2652.380726513821,M264,21076.28101246975,21099.90078854924,0,0
3,CASH_IN,1025.7631614289426,C1066,56325.9394147504,55300.17625332146,M1066,408.85247279976784,1434.6156342287104,0,0
67,CASH_IN,2102.425655948156,C1716,516.6774998789828,0.0,M1716,37071.50046113413,39173.92611708229,0,0
17,TRANSFER,12.479324743052926,C1837,3569.341512586873,3556.86218784382,M1837,32643.125642160216,32655.60496690327,0,0
93,DEBIT,956.0322772931914,C4386,10194.375381834288,9238.343104541096,M4386,3909.662987373445,4865.695264666637,0,0
51,CASH_IN,75.01560743323019,C4863,11228.128656557725,11153.113049124491,M4863,7136.613833941351,7211.629441374581,0,0
64,CASH_OUT,1349.2170861576533,C1966,292.9297512996669,0.0,M1966,35216.98678964569,36566.20387580335,0,0
73,CASH_IN,79.63728359703465,C5060,129.00895437999603,49.371670782961374,M5060,907.349002704047,986.9862863010816,1,0
81,PAYMENT,146.15539045161498,C5192,437.66463990089113,291.5092494492761,M5192,1141.4963796624631,1287.651770114078,1,0
39,DEBIT,12.838411484595246,C640,19555.089352796087,19542.250941311493,M640,1934.6504679728116,1947.4888794574067,0,0
15,TRANSFER,10.612500513979764,C5533,902.0669507970124,891.4544502830328,M5533,192.1794363686168,202.79193688259653,1,0
25,TRANSFER,69.14460348436019,C2051,5365.169736814858,5296.025133330498,M2051,1687.76009797627,1756.90470146063,0,0
26,DEBIT,457.9495782145903,C1555,9025.27993551646,8567.33035730187,M1555,60.02523296816696,517.9748111827572,0,0
18,DEBIT,163.19552286894913,C1740,29179.75536523879,29016.559842369843,M1740,51425.3623936046,51588.557916473546,0,0
90,CASH_OUT,68.19568671260667,C5392,141.88566116345388,73.6899744508472,M5392,16241.467521242488,16309.663207955096,1,0
52,CASH_IN,36.37387094315272,C5463,6537.738744594168,6501.364873651015,M5463,2247.300224166955,2283.674095110108,1,0
84,PAYMENT,2769.017676279392,C58,59.09322899661134,0.0,M58,3288.1297844780133,6057.1474607574055,0,0
67,PAYMENT,56.25819499662362,C4919,11040.453006569378,10984.194811572754,M4919,7034.956842940238,7091.215037936861,0,0
43,TRANSFER,6.580439968550986,C1221,1081.9410359928354,1075.3605960242844,M1221,726.0767232233839,732.6571631919348,0,0
82,TRANSFER,214.14108896092424,C1550,4351.073378934145,4136.932289973221,M1550,1207.1925338784558,1421.33362283938,0,0
84,CASH_IN,233.0772970347102,C5337,9787.6110353799,9554.533738345192,M5337,22473.75960339118,22706.83690042589,1,0
38,DEBIT,1304.8853163001993,C5205,2088.861438402745,783.9761221025458,M5205,6063.462841120911,7368.34815742111,1,0
49,DEBIT,101.1200507599616,C4947,10375.652503934483,10274.53245317452,M4947,719.7300955162738,820.8501462762354,0,0
53,CASH_OUT,5005.208236094375,C56,5310.914422856184,305.70618676180857,M56,2025.516478442121,7030.724714536496,0,0
94,CASH_OUT,4547.265267317818,C842,707.3696470027908,0.0,M842,2054.2838844305725,6601.549151748391,0,0
29,DEBIT,164.49596305354467,C2896,547.6070126584199,383.1110496048752,M2896,1111.4068561432762,1275.902819196821,0,0
23,TRANSFER,125.24306974554509,C3397,1307.2917768820355,1182.0487071364903,M3397,264.2809378463895,389.5240075919346,0,0
63,CASH_IN,563.9085246271806,C3379,912.036550758922,348.12802613174154,M3379,271.009348360649,834.9178729878296,0,0
57,TRANSFER,14.545422483798363,C4494,5891.272675611906,5876.727253128108,M4494,8197.933271162514,8212.478693646312,0,0
63,TRANSFER,153.03942617852394,C1263,4530.313079682827,4377.273653504303,M1263,458.6493908834504,611.6888170619743,0,0
33,PAYMENT,786.8960036670951,C4987,22158.956132515286,21372.060128848192,M4987,807.2308724534886,1594.1268761205838,0,0
61,CASH_IN,161.62903030193445,C941,13044.774817247191,12883.14578694526,M941,2541.608449798934,2703.2374801008687,0,0
87,CASH_IN,12.241711539370757,C1346,3266.9884289646857,3254.7467174253147,M1346,338.13995609064017,350.3816676300109,0,0
99,TRANSFER,503.01933167930827,C1874,15798.705613429793,15295.686281750484,M1874,1616.5487774453238,2119.568109124632,0,0
48,PAYMENT,4.384476115059759,C5425,90482.99265784392,90478.60818172888,M5425,281.4557746524653,285.8402507675251,1,0
55,TRANSFER,8535.029842182286,C1534,3044.692109735987,0.0,M1534,4924.473957105326,13459.503799287611,0,0
33,DEBIT,6.043443959806081,C1974,13540.649043119987,13534.60559916018,M1974,384849.1918543862,384855.235298346,0,0
79,CASH_IN,21.93325262284745,C1726,572.5356455050512,550.6023928822037,M1726,107.2031109915751,129.13636361442255,0,0
96,TRANSFER,1586.9576389423464,C3847,6270.614521884639,4683.656882942292,M3847,25866.253991828275,27453.21163077062,0,0
59,PAYMENT,364.116348919733,C5357,10637.527191236182,10273.410842316449,M5357,4254.482993748175,4618.599342667908,1,0
23,PAYMENT,2465.842429557266,C809,1204.92790475095,0.0,M809,5480.354396388201,7946.196825945467,0,0
10,TRANSFER,216.52109083879347,C2719,5574.515494729705,5357.994403890912,M2719,183.5597732570114,400.0808640958049,0,0
39,PAYMENT,308.930116344943,C3982,312001.7617358004,311692.8316194554,M3982,8907.290233102609,9216.220349447553,0,0
27,PAYMENT,36.91809273609304,C2904,310.8055521661971,273.88745943010406,M2904,2998.57896510792,3035.497057844013,0,0
35,DEBIT,28.03726137901592,C3766,781.9725433335727,753.9352819545568,M3766,2252.0292161902453,2280.066477569261,0,0
38,TRANSFER,762.827649848918,C2559,2372.8444709494147,1610.0168211004966,M2559,5475.788545608517,6238.6161954574345,0,0
33,PAYMENT,149.9737139920843,C4604,19147.77859187292,18997.80487788084,M4604,3155.531903966095,3305.5056179581798,0,0
21,PAYMENT,283.8034558582135,C2874,8006.963355246472,7723.159899388258,M2874,547.4030590361542,831.2065148943677,0,0
78,DEBIT,19.196923431608244,C817,3224.46375556816,3205.266832136552,M817,1881.4423568704815,1900.63928030209,0,0
30,DEBIT,24.35883903091949,C3745,6267.303836083993,6242.944997053073,M3745,3070.396187831552,3094.755026862472,0,0
32,CASH_OUT,2.7308794850963607,C4796,39800.16558641236,39797.43470692726,M4796,1950.8346838468408,1953.5655633319377,0,0
96,CASH_OUT,251.0386654635139,C783,24915.52281397847,24664.484148514955,M783,4039.180139403553,4290.218804867067,0,0
39,CASH_OUT,99.61739186797335,C1876,2878.6920511545577,2779.0746592865844,M1876,135.25546923173417,234.8728610997075,0,0
54,CASH_IN,148.06593001097335,C449,215.32418026437287,67.2582502533995,M449,627.6225477650014,775.6884777759748,0,0
66,CASH_IN,921.6138452318368,C2945,653.5121536326733,0.0,M2945,14878.31545965188,15799.929304883715,0,0
44,DEBIT,9.262511501362816,C5511,17117.978439932966,17108.715928431604,M5511,59658.76974326645,59668.032254767815,1,0
34,DEBIT,60.62057366247181,C2361,885.3506671336603,824.7300934711885,M2361,4090.4057301018033,4151.026303764275,0,0
47,DEBIT,0.3723949904516789,C726,10718.4675196483,10718.095124657846,M726,1242.4339723703597,1242.8063673608112,0,0
40,CASH_IN,1413.4111026765322,C3595,14206.785886231375,12793.374783554846,M3595,1568.370434100112,2981.7815367766443,0,0
98,CASH_OUT,0.1771795170669751,C4477,219515.80557690415,219515.6283973871,M4477,39997.71501552691,39997.892195043976,0,0
15,CASH_IN,62.04418197042082,C103,4311.404036612187,4249.359854641766,M103,89741.30858356383,89803.35276553425,0,0
4,PAYMENT,233.3025173220656,C4896,39539.91438258748,39306.61186526541,M4896,73620.39045181511,73853.69296913718,0,0
82,CASH_IN,167.79018209470672,C3393,4703.336636172191,4535.546454077485,M3393,477.1682879195005,644.9584700142073,0,0
23,PAYMENT,132.6179678537377,C2564,961.2251556699312,828.6071878161935,M2564,336.4775442177387,469.0955120714764,0,0
89,DEBIT,56.220482253667214,C2136,2000.2302483428232,1944.009766089156,M2136,13.031647285801174,69.25212953946838,0,0
38,CASH_IN,1.8764512432378224,C707,22048.354957307463,22046.478506064224,M707,3599.211802735576,3601.0882539788136,0,0
13,PAYMENT,1164.462817825014,C4388,301.2442370814159,0.0,M4388,30307.114134599597,31471.57695242461,0,0
20,DEBIT,1564.062665329934,C2986,15753.313497587204,14189.250832257268,M2986,479.7842362297331,2043.8469015596672,0,0
70,TRANSFER,310.4626050590457,C195,13564.587806062278,13254.125201003231,M195,706.8050587147098,1017.2676637737555,0,0
31,CASH_IN,52.04114383926684,C2278,17620.54326605322,17568.502122213955,M2278,1107.9109899695588,1159.9521338088257,0,0
33,CASH_OUT,449.340759923585,C323,17372.402397630038,16923.061637706454,M323,4310.74791963675,4760.088679560336,0,0
77,DEBIT,316.63312566959536,C5254,1551.0752540811209,1234.4421284115256,M5254,66316.50308874279,66633.13621441239,1,0
61,TRANSFER,548.6813510664896,C3602,38440.775794497895,37892.09444343141,M3602,1284.1668525778298,1832.8482036443197,0,0
18,PAYMENT,2.645398001070169,C648,365.2060304968814,362.5606324958112,M648,98184.68477817104,98187.33017617212,0,0
21,TRANSFER,58.4505800449364,C2716,432.211861266554,373.7612812216177,M2716,6758.112441663142,6816.563021708078,0,0
18,TRANSFER,797.9755206455741,C5199,1090.8167849670835,292.84126432150947,M5199,6072.545187850652,6870.520708496226,1,0
21,CASH_IN,7.876313581667274,C2406,7314.641349564538,7306.765035982871,M2406,15482.362650897809,15490.238964479477,0,0
44,PAYMENT,136.87440823786076,C2520,3193.0312590756007,3056.15685083774,M2520,528.4972596692172,665.371667907078,0,0
26,DEBIT,16.03472415530009,C498,4138.2083924496455,4122.173668294346,M498,1397.100383183482,1413.1351073387823,0,0
5,CASH_OUT,279.3556540503806,C840,83463.95040811041,83184.59475406003,M840,1662.5108855638218,1941.8665396142023,0,0
19,CASH_IN,453.455422320566,C5002,1476.873192735825,1023.4177704152588,M5002,1608.7507059533732,2062.206128273939,1,0
98,DEBIT,6.682942768892381,C2638,1752.0311866154134,1745.348243846521,M2638,199.6496271220396,206.33256989093195,0,0
79,DEBIT,672.891542990507,C2080,255.5054503134928,0.0,M2080,1075.2538168636186,1748.1453598541257,0,0
78,CASH_OUT,8.229844746616525,C3862,1926.3683748845665,1918.1385301379496,M3862,410.09518484762464,418.3250295942412,0,0
60,CASH_OUT,110.74731691172032,C2427,91247.92058190306,91137.17326499136,M2427,7285.596389835539,7396.34370674726,0,0
34,CASH_OUT,5.847287219354807,C4483,6716.348475338688,6710.501188119333,M4483,76.53844726042082,82.38573447977564,0,0
74,CASH_OUT,51.37912501680921,C1385,1273.709475396295,1222.3303503794857,M1385,1956.0958752569063,2007.4750002737155,0,0
5,TRANSFER,487.467204356091,C3930,13271.639742073205,12784.172537717111,M3930,358.8872889401172,846.3544932962081,0,0
44,DEBIT,55.55044022171627,C2062,1585.852537088553,1530.3020968668366,M2062,3893.330903877244,3948.88134409896,0,0
90,DEBIT,2.06501703325187,C1685,5300.407053455764,5298.342036422512,M1685,1972.3248492470937,1974.3898662803456,0,0
88,PAYMENT,62.55813848802381,C5227,1424.1890389962348,1361.630900508211,M5227,4436.73946133888,4499.297599826903,1,0
28,TRANSFER,31.46753253928271,C4809,6745.893723452186,6714.426190912904,M4809,166.68635904420327,198.153891583486,0,0
74,TRANSFER,39.27251571394772,C1205,6277.963264245918,6238.690748531971,M1205,3571.8678945078523,3611.1404102218,0,0
25,PAYMENT,865.2765284889341,C412,1304.5439976128728,439.26746912393867,M412,20074.66467522177,20939.94120371071,0,0
11,CASH_OUT,579.3689615366236,C5078,9460.042769961809,8880.673808425185,M5078,33522.62089579849,34101.98985733512,1,0
67,DEBIT,894.925530243569,C4967,12232.508591897707,11337.58306165414,M4967,1942.0652445869823,2836.990774830552,0,0
85,CASH_OUT,114.07684599480878,C816,8357.868687842736,8243.791841847928,M816,9164.874527175676,9278.951373170485,0,0
9,DEBIT,171.55659192634533,C403,2778.4527066322685,2606.896114705923,M403,11133.65287438811,11305.209466314454,0,0
17,PAYMENT,21.53231134242,C4801,2456.9459071587366,2435.4135958163165,M4801,302.7690021159676,324.30131345838754,0,0
20,CASH_OUT,45.332128155315694,C5378,3090.529586708947,3045.197458553632,M5378,1376.923316334006,1422.255444489322,1,0
52,PAYMENT,2150.2670601619648,C4270,17188.91366769285,15038.646607530884,M4270,4175.564818916991,6325.831879078955,0,0
79,PAYMENT,624.2185422435754,C2184,97.60000552833527,0.0,M2184,2347.0311489556934,2971.249691199269,0,0
17,CASH_OUT,6845.426998999943,C4249,10197.321466062069,3351.894467062124,M4249,6324.432774555741,13169.859773555683,0,0
15,CASH_IN,127.21774879806912,C4564,287.35362717823244,160.13587838016332,M4564,899.9548346630594,1027.1725834611284,0,0
71,CASH_OUT,6187.209979078411,C1281,10679.568883579548,4492.358904501137,M1281,22.359378215742296,6209.569357294154,0,0
90,CASH_OUT,16.98611098861487,C3328,20725.36898839232,20708.382877403707,M3328,237.5993642669484,254.58547525556327,0,0
6,DEBIT,859.2820825848423,C1035,3527.5072325467668,2668.225149961924,M1035,1113.1801732138238,1972.462255798666,0,0
69,CASH_IN,224.78101029483716,C1495,1711.7271364863857,1486.9461261915485,M1495,20808.549753861786,21033.330764156624,0,0
80,CASH_IN,59.54846059744207,C4966,1283.5447438760436,1223.9962832786016,M4966,544.3903463958944,603.9388069933365,0,0
53,TRANSFER,18.83766655820672,C2205,136.90098922118764,118.06332266298092,M2205,405780.4561989102,405799.2938654684,0,0
24,PAYMENT,1.5160960557447207,C593,2109.0114696678534,2107.495373612109,M593,531.5545956819939,533.0706917377386,0,0
47,TRANSFER,817.0403978322651,C1895,191.73255445512208,0.0,M1895,1520.1881031277926,2337.2285009600578,0,0
24,DEBIT,204.7423638737446,C1279,3045.13455097309,2840.3921870993454,M1279,2901.1824515950075,3105.924815468752,0,0
13,CASH_OUT,776.4924120929427,C466,1220.013400332556,443.5209882396134,M466,10372.650393328466,11149.142805421408,0,0
32,DEBIT,717.831503637015,C1995,1283.3123576527196,565.4808540157046,M1995,2494.146265273059,3211.977768910074,0,0
91,PAYMENT,120.53671465554577,C2421,30574.929262019752,30454.392547364205,M2421,1355.6785234579986,1476.2152381135445,0,0
58,DEBIT,24.29563049600901,C2111,53917.54122538033,53893.24559488432,M2111,14281.306104941874,14305.601735437884,0,0
43,CASH_OUT,117.87896933107648,C556,9055.213475871176,8937.334506540099,M556,179.81653774971076,297.69550708078725,0,0
18,CASH_OUT,168.98763966744062,C1644,5329.795915756927,5160.808276089486,M1644,3759.004726553895,3927.992366221336,0,0
2,CASH_OUT,295.9814393493698,C71,10753.613934975794,10457.632495626423,M71,4772.116094601235,5068.097533950605,0,0
34,PAYMENT,39.91509142639688,C3708,89060.59105576442,89020.67596433802,M3708,8505.860826501554,8545.775917927951,0,0
3,DEBIT,42.73025865917319,C3265,319.7671586872446,277.0369000280714,M3265,8394.991478104557,8437.721736763731,0,0
86,CASH_IN,292.5494106146966,C4364,9697.81355002207,9405.264139407374,M4364,2761.1555263036403,3053.704936918337,0,0
75,TRANSFER,793.3755235638565,C2014,1384.748759849567,591.3732362857105,M2014,5956.859091639743,6750.234615203599,0,0
86,PAYMENT,314.08092704946256,C2585,13887.10628311566,13573.025356066197,M2585,229.82034053758565,543.9012675870482,0,0
99,DEBIT,5.27231786203521,C282,6257.541742113656,6252.269424251621,M282,12230.467358435102,12235.739676297137,0,0
19,PAYMENT,19.95357829100937,C4743,7615.218849889419,7595.2652715984095,M4743,356.43936324189576,376.3929415329051,0,0
93,PAYMENT,64.25199565399133,C2305,36450.35619580896,36386.10420015497,M2305,256.2093982156218,320.4613938696131,0,0
97,TRANSFER,1844.036839227805,C189,31685.163128723867,29841.12628949606,M189,6473.974427420644,8318.01126664845,0,0
47,CASH_OUT,91.82500893248034,C1535,6953.798106932702,6861.973098000221,M1535,88.82849882155155,180.6535077540319,0,0
70,PAYMENT,9.187048630255914,C4760,14890.152971688683,14880.96592305843,M4760,150.31156896636335,159.49861759661923,0,0
88,CASH_IN,52.16717369393432,C1980,443.8033485502983,391.636174856364,M1980,1230143.278426922,1230195.4456006158,0,0
24,TRANSFER,16.342469625684842,C3088,58677.53148074658,58661.18901112089,M3088,2261.711462765721,2278.0539323914063,0,0
61,CASH_IN,484.86127000662486,C5271,4872.197051240114,4387.335781233489,M5271,1094.4481978698286,1579.3094678764537,1,0
68,CASH_IN,4.639957885261935,C237,3253.3317464460074,3248.6917885607454,M237,444.5099752725645,449.14993315782647,0,0
83,DEBIT,7.50969666849717,C4100,6418.759338733646,6411.249642065149,M4100,5623.69960722718,5631.209303895677,0,0
80,CASH_OUT,1058.4305436870395,C4950,304.8385461670921,0.0,M4950,7916.936644851709,8975.367188538748,0,0
10,TRANSFER,1668.937491018858,C4002,53078.20568921544,51409.26819819658,M4002,14860.53329005625,16529.470781075106,0,0
55,CASH_OUT,80.12405074286629,C2712,11428.658400058075,11348.53434931521,M2712,1512838.137002434,1512918.2610531768,0,0
91,CASH_IN,471.0112593058888,C3037,4533.763600737487,4062.752341431598,M3037,417.67929833893777,888.6905576448265,0,0
62,TRANSFER,331.2134038661797,C2685,397.7317556614386,66.51835179525892,M2685,1994.9794128823096,2326.1928167484893,0,0
26,CASH_OUT,320.6257533686166,C3844,368.20191390991454,47.57616054129795,M3844,2978.147045138385,3298.7727985070014,0,0
99,PAYMENT,308.1773620521755,C2314,2060.0657897492324,1751.8884276970568,M2314,19111.192739860748,19419.37010191292,0,0
48,DEBIT,170.7510499182904,C3702,663.5897670378613,492.8387171195709,M3702,1263.2035118703382,1433.9545617886286,0,0
